nodes,captures,enpassants,castles,promotions,direct_checks,single_discovered_check,direct_discovered_check,double_discovered_check,total_checks,direct_checkmate,single_discovered_checkmate,direct_discoverd_checkmate,double_discoverd_checkmate,total_mates
232299228024,43250565345,108483386,4243452389,2458459776,3292941538,169453615,15076300,0,3477471453,126204287,153999,75795,0,126434081
334227994103,66206329022,147059561,6038722317,5005780244,4827376891,159861426,2482795,0,4989721112,25596306,254315,46362,0,25896983
323148326669,64332041509,139818610,5795318711,3623245388,5733536413,79328022,2182242,0,5815046677,16219515,7801,40455,0,16267771
331999730288,69449445239,121933913,5928869537,3876745444,6006623710,286624861,28595541,0,6321844112,29570746,16370,109608,0,29696724
305642680663,62555148135,123660285,5337704118,3765196256,5954567494,112846903,6392748,0,6073807145,34693249,14035,21123,0,34728407
305422602641,60515959472,126648127,5496308757,3326462816,4844376367,43725350,3318043,0,4891419760,26907910,8826,13924,0,26930660
302507795871,59688696902,130466791,5438459289,3271311304,4722621005,42650223,3113189,0,4768384417,28950570,9276,79715,0,29039561
279687999714,55837651082,117965935,5030714351,3030365864,4081759443,32835720,1450898,0,4116046061,26805272,6096,23052,0,26834420
289675094245,57701640499,126043349,5216676239,3294392920,3561965685,32148443,1303481,0,3595417609,59963305,17533,34122,0,60014960
320668896061,62199063081,135541101,5816879233,710784752,3888784750,44905315,3349360,0,3937039425,16537402,375,50804,0,16588581
426819204139,80762607164,171916533,7488596760,206229932,4824087290,80616845,7360689,0,4912064824,32247318,521,22049,0,32269888
264835246136,54751886568,115803544,4398867542,3706627064,4868052915,35923921,4800418,0,4908777254,67923602,36500,9908,0,67970010
318831262788,62523060047,133558273,5747358144,3545814112,4956665784,28341557,1530885,0,4986538226,29999974,1932,5425,0,30007331
374069077176,73252253584,154553838,6773731790,4079150780,5202743683,46525411,6015778,0,5255284872,77483363,38098,19141,0,77540602
401204979014,78784186540,161821968,7216275458,4740221836,6459771969,74826329,6624832,0,6541223130,42656551,10424,13059,0,42680034
355165150488,70590976444,148598907,6371648082,3962335400,5218575348,69071288,6089690,0,5293736326,78375099,36118,17129,0,78428346
378965394329,77588163711,154579293,6801325000,4329509432,6151004992,57936336,4833389,0,6213774717,41180480,10307,13253,0,41204040
460271562178,99161780076,186433354,8284202218,4885066520,7235978314,110462494,7893020,0,7354333828,90561108,34439,21312,0,90616859
393307640844,86530306881,161293694,7210871258,4292022656,6410469349,70956457,6085105,0,6487510911,71943795,28482,16816,0,71989093
274750767755,54792979894,114212615,4859430430,3212300692,9573881872,53507865,16765360,0,9644155097,15403159,352,316034,0,15719545
248309615874,48664704808,108849880,4371915811,379293652,10481718564,113652302,36357791,0,10631728657,19849121,87,93142,0,19942350
334274439913,66315203425,140520025,6082771790,1673620496,2598890896,10076727,2676131,0,2611643754,41494320,148,157613,0,41652081
276865226742,55472575619,118311552,4985745256,3125826028,3070494238,6483581,787728,0,3077765547,25810726,89,35901,0,25846716
